包含,燃烧物类型,固体物质火灾,木材
包含,燃烧物类型,固体物质火灾,木制品
包含,燃烧物类型,固体物质火灾,棉
包含,燃烧物类型,固体物质火灾,毛
包含,燃烧物类型,固体物质火灾,麻
包含,燃烧物类型,固体物质火灾,纸张
包含,燃烧物类型,固体物质火灾,粮食物质
包含,燃烧物类型,液体或可熔化的固体物质火灾,沥青
包含,燃烧物类型,液体或可熔化的固体物质火灾,石蜡
包含,燃烧物类型,液体或可熔化的固体物质火灾,乙醇
包含,燃烧物类型,液体或可熔化的固体物质火灾,汽油
包含,燃烧物类型,液体或可熔化的固体物质火灾,煤油
包含,燃烧物类型,液体或可熔化的固体物质火灾,原油
包含,燃烧物类型,液体或可熔化的固体物质火灾,甲醇
包含,燃烧物类型,气体火灾,氢气
包含,燃烧物类型,气体火灾,乙焕
包含,燃烧物类型,气体火灾,乙烷
包含,燃烧物类型,气体火灾,甲烷
包含,燃烧物类型,气体火灾,天然气
包含,燃烧物类型,气体火灾,煤气
包含,燃烧物类型,金属火灾,钾
包含,燃烧物类型,金属火灾,钠
包含,燃烧物类型,金属火灾,镁
包含,燃烧物类型,金属火灾,钛
包含,燃烧物类型,金属火灾,锂
包含,燃烧物类型,金属火灾,铝镁合金
包含,燃烧物类型,带电火灾,家用电器
包含,燃烧物类型,带电火灾,电热设备
包含,燃烧物类型,带电火灾,变压器
包含,燃烧物类型,烹饪器具内的烹饪物火灾,烹饪器具内动物油脂
包含,燃烧物类型,烹饪器具内的烹饪物火灾,植烹饪器具内物油脂
